retargeter,safety,n_steps,safety_latency_mean_ms,safety_latency_p95_ms,acceptance_rate,dropped_rate,hold_steps,stop_steps,recovering_steps,recovery_time_sec,intervention_pct,mean_intervention_magnitude,solver_failure_count,unsafe_accepted_count,min_hard_clearance_m,min_margin_clearance_m,ee_path_length_m,orientation_alignment_rad,direction_temporal_variation_rad,trajectory,replicate,input_hash
shoulder_relative,reject,80,0.001304298727412167,0.0014770002962904982,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,9,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013884545143054157,0.0016119997781061102,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,10,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013439740222884803,0.0014890001693856902,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,11,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013111298948707054,0.0014590000319003593,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,12,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.001288714269935849,0.0014560000636265613,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,13,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.001314116876268859,0.0014600000213249587,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,14,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013590519738972471,0.0015819996406207792,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,15,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013047272588735653,0.0014990000636316836,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,16,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013690649258886016,0.0015539999367319979,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,17,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.001225324674371884,0.001446000169380568,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,18,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013439480426313821,0.0015100004020496272,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,19,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013111168961834417,0.0014259999261412304,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,20,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0012869220751911467,0.0014449997252086177,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,21,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013047402811840678,0.00147299988384475,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,22,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013268052073242445,0.0014960000953578856,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,23,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013644026139091139,0.0015619998521287926,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,24,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013874155760655034,0.0015470000107598025,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,25,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.001365558392689155,0.001638999947317643,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,26,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013464545745946097,0.0015079999684530776,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,27,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0012999610696063533,0.001461000010749558,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,28,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0013413895986004363,0.0015559999155811965,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.21568474973496854,1.5898863163574493,0.08055365778435367,vertical_sweep,29,629272caf471f89606b5dd3049b26f55990e596954231224db53f6c031c7f5d0
shoulder_relative,reject,80,0.0012989220486851047,0.0014510001165035646,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,0,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013497661983548185,0.001615000201127259,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,1,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013041298448765051,0.001463999979023356,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,2,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013307922135818563,0.001481999788666144,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,3,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0012868441125966138,0.0014570000530511606,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,4,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0012635194477073352,0.001446000169380568,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,5,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0012940519526011202,0.0014779998309677467,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,6,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013220259780291007,0.0015040000107546803,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,7,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013456233554952869,0.001535999672341859,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,8,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013162857140304805,0.001488000179961091,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,9,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013243766084265012,0.0014949996511859354,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,10,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0012978441734414988,0.0015010000424808823,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,11,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0012970779477784941,0.0014360002751345746,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,12,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
shoulder_relative,reject,80,0.0013535324631613382,0.0015639998309779912,1.0,0.0,0,0,0,nan,0.0,0.0,0,0,nan,nan,0.4492472638515502,1.5701441180837694,0.09499816440653487,circle,13,42247944be5fa752a9f29712f2ed675af5ff74baede5f2e22e5f68a3c6c543d3
